id,examRound,year,questionNumber,session,subject,officialLarge,officialMedium,officialSmall,normalizedTheme,subTheme,importance,studyPoint,sourceUrl,sourceReliability,blueprintVersion,questionCountMode,memo
34-001,34,2026,1,共通,医療概論,専門基礎科目,医療概論,難病対策,health-policy,指定難病・受給者証所持者数,,指定難病の受給者証所持者数が多い疾患上位を整理する,,indexed_official,2020,180,
34-002,34,2026,2,共通,医療概論,専門基礎科目,医療概論,医の倫理,medical-ethics,あはき施術者の倫理的姿勢,,あはき施術者の患者中心の倫理的姿勢を整理する,,indexed_official,2020,180,
34-003,34,2026,3,共通,関係法規,専門基礎科目,関係法規,医療従事者の資格,medical-personnel-law,業務独占・名称独占の区分,,医療従事者の名称独占と業務独占の職種別区分を整理する,,indexed_official,2020,180,
34-004,34,2026,4,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,社会保障制度,social-security,介護保険制度,,介護保険の保険者・被保険者・要介護認定区分・改定周期を整理する,,indexed_official,2020,180,
34-005,34,2026,5,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,健康増進・疾病予防,health-policy,健康日本21と疾病予防段階,,健康日本21（第三次）の理念と0次〜3次予防の段階を整理する,,indexed_official,2020,180,
34-006,34,2026,6,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,母子保健・児童福祉,maternal-child-health,児童虐待相談統計,,児童虐待相談件数と主な虐待者の統計的傾向を整理する,,indexed_official,2020,180,
34-007,34,2026,7,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,感染症対策・消毒,infectious-disease-control,消毒薬の種類と適応,,消毒薬の種類（ビグアナイド・塩素系・逆性石けん等）と対象病原体への適応を整理する,,indexed_official,2020,180,
34-008,34,2026,8,共通,関係法規,専門基礎科目,関係法規,精神保健福祉法,mental-health-law,精神保健福祉法の入院形態と期限,,精神保健福祉法の各入院形態（措置・緊急措置・医療保護・任意）と入院期限を整理する,,indexed_official,2020,180,
34-009,34,2026,9,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,学校保健,school-health,就学時健康診断の実施主体,,就学時健康診断の実施主体（市町村教育委員会）と学校保健の仕組みを整理する,,indexed_official,2020,180,
34-010,34,2026,10,共通,衛生学・公衆衛生学,専門基礎科目,衛生学・公衆衛生学,疫学,epidemiology,有病率・罹患率の定義,,罹患率・有病率・致命率などの疫学指標の定義と違いを整理する,,indexed_official,2020,180,
34-011,34,2026,11,共通,関係法規,専門基礎科目,関係法規,あはき法,hari-kyu-law,免許の効力発生と登録,,あはき法における免許効力の発生時期と名簿登録手続きを整理する,,indexed_official,2020,180,
34-012,34,2026,12,共通,関係法規,専門基礎科目,関係法規,あはき法,hari-kyu-law,業務開始届出の要否,,あはき法の業務開始届出が必要な場合と不要な場合を整理する,,indexed_official,2020,180,
34-013,34,2026,13,共通,関係法規,専門基礎科目,関係法規,あはき法,hari-kyu-law,罰金対象行為,,あはき法における罰金対象行為（消毒義務違反など）を整理する,,indexed_official,2020,180,
34-014,34,2026,14,共通,関係法規,専門基礎科目,関係法規,医療保険関連法規,health-insurance-law,特定健康診査・特定保健指導,,特定健康診査・特定保健指導を規定する法律（高齢者医療確保法）を整理する,,indexed_official,2020,180,
34-015,34,2026,15,共通,解剖学,専門基礎科目,解剖学,神経系,nervous-system,上肢末梢神経の走行,,上肢の主要神経（筋皮・正中・尺骨・橈骨神経）の走行と通過部位を整理する,,indexed_official,2020,180,
34-016,34,2026,16,共通,解剖学,専門基礎科目,解剖学,筋系,musculoskeletal-system,腹筋群の構造と機能,,腹部筋群（外腹斜筋・内腹斜筋・腹横筋・腹直筋）の特徴と支配神経を整理する,,indexed_official,2020,180,
34-017,34,2026,17,共通,解剖学,専門基礎科目,解剖学,脈管系,circulatory-system,内転筋管の内容物,,内転筋管（ハンター管）を通過する構造物（大腿動脈・伏在神経）を整理する,,indexed_official,2020,180,
34-018,34,2026,18,共通,解剖学,専門基礎科目,解剖学,生殖器系,reproductive-system,男性生殖器の構造,,男性生殖器（精巣・ライディッヒ細胞・精管・前立腺・尿道球腺）の構造と機能を整理する,,indexed_official,2020,180,
34-019,34,2026,19,共通,解剖学,専門基礎科目,解剖学,内分泌系,endocrine-system,ランゲルハンス島の細胞,,ランゲルハンス島のα・β・δ細胞の構成比と分泌ホルモンを整理する,,indexed_official,2020,180,
34-020,34,2026,20,共通,解剖学,専門基礎科目,解剖学,神経系,nervous-system,視覚伝導路,,視覚伝導路（網膜→視交叉→外側膝状体→視覚野）の経路と視野の対応を整理する,,indexed_official,2020,180,
34-021,34,2026,21,共通,解剖学,専門基礎科目,解剖学,神経系,nervous-system,仙骨神経叢・腰神経叢の分枝,,仙骨神経叢と腰神経叢の分枝を比較して整理する,,indexed_official,2020,180,
34-022,34,2026,22,共通,解剖学,専門基礎科目,解剖学,神経系,nervous-system,副交感神経節と分布先,,翼口蓋・毛様体・耳・顎下神経節の位置と支配する腺・器官を整理する,,indexed_official,2020,180,
34-023,34,2026,23,共通,解剖学,専門基礎科目,解剖学,組織学,histology,細胞間接着装置の種類と機能,,タイト結合・接着帯・デスモソーム・ギャップ結合の構造的特徴と機能を整理する,,indexed_official,2020,180,
34-024,34,2026,24,共通,解剖学,専門基礎科目,解剖学,内臓系,visceral-anatomy,肝臓の細胞と機能,,肝臓の各細胞（肝細胞・クッパー細胞・伊東細胞）の機能と血流経路を整理する,,indexed_official,2020,180,
34-025,34,2026,25,共通,生理学,専門基礎科目,生理学,循環生理,cardiovascular-physiology,心周期と各腔の圧力,,心臓収縮期・拡張期における各部位（心室・大動脈・静脈）の内圧変化を整理する,,indexed_official,2020,180,
34-026,34,2026,26,共通,生理学,専門基礎科目,生理学,呼吸生理,respiratory-physiology,肺気量分画と計算式,,肺気量分画の各構成要素（1回換気量・予備吸気量・予備呼気量・残気量）と肺活量の計算式を整理する,,indexed_official,2020,180,
34-027,34,2026,27,共通,生理学,専門基礎科目,生理学,代謝,metabolic-physiology,糖質の分類と代謝,,糖質（単糖・二糖・多糖）の分類とグリコーゲン貯蔵・血糖値の基礎を整理する,,indexed_official,2020,180,
34-028,34,2026,28,共通,生理学,専門基礎科目,生理学,腎・排泄生理,renal-physiology,正常尿の性状と成分,,健康成人の尿の正常量・pH・主要成分（尿素・グルコース）を整理する,,indexed_official,2020,180,
34-029,34,2026,29,共通,生理学,専門基礎科目,生理学,内分泌生理,endocrine-physiology,バソプレシンの産生・作用,,バソプレシン（ADH）の産生部位・分泌調節（血漿浸透圧）・腎集合管への作用を整理する,,indexed_official,2020,180,
34-030,34,2026,30,共通,生理学,専門基礎科目,生理学,生殖生理,reproductive-physiology,性周期の各期と変化,,性周期（卵胞期・排卵期・黄体期）における子宮内膜・基礎体温・ホルモン変化を整理する,,indexed_official,2020,180,
34-031,34,2026,31,共通,生理学,専門基礎科目,生理学,神経生理,neurophysiology,レム睡眠の特徴,,レム睡眠の特徴（急速眼球運動・脳波パターン・占有率・筋緊張低下）を整理する,,indexed_official,2020,180,
34-032,34,2026,32,共通,生理学,専門基礎科目,生理学,神経生理,neurophysiology,運動ニューロンの種類と機能,,α・γ運動ニューロンの細胞体位置と支配対象（錘外筋・錘内筋）を整理する,,indexed_official,2020,180,
34-033,34,2026,33,共通,病理学概論,専門基礎科目,病理学概論,病理学総論,general-pathology,全身性疾患の定義,,全身性疾患と局所疾患の区別を代表疾患で整理する,,indexed_official,2020,180,
34-034,34,2026,34,共通,病理学概論,専門基礎科目,病理学概論,壊死・変性,general-pathology,壊死の種類と好発臓器,,融解壊死・凝固壊死・乾酪壊死の特徴と好発臓器を整理する,,indexed_official,2020,180,
34-035,34,2026,35,共通,病理学概論,専門基礎科目,病理学概論,循環障害,general-pathology,浮腫の発生機序と原因疾患,,浮腫の4つの機序（毛細血管内圧上昇・血漿膠質浸透圧低下・血管透過性亢進・リンパ還流障害）と原因疾患を整理する,,indexed_official,2020,180,
34-036,34,2026,36,共通,病理学概論,専門基礎科目,病理学概論,循環障害,general-pathology,血栓・塞栓症,,深部静脈血栓が剥離した場合の塞栓先（肺動脈）を整理する,,indexed_official,2020,180,
34-037,34,2026,37,共通,病理学概論,専門基礎科目,病理学概論,炎症,general-pathology,肉芽腫炎症と巨細胞,,ラングハンス巨細胞の由来（マクロファージ）と結核性肉芽腫の特徴を整理する,,indexed_official,2020,180,
34-038,34,2026,38,共通,病理学概論,専門基礎科目,病理学概論,腫瘍,oncology,TNM分類の要素,,TNM分類の各要素（T:腫瘍浸潤・N:リンパ節・M:遠隔転移）と必要情報を整理する,,indexed_official,2020,180,
34-039,34,2026,39,共通,臨床医学各論,専門基礎科目,臨床医学各論,産婦人科疾患,gynecology,月経異常の種類と原因,,月経異常（原発性・続発性無月経・過多月経・PMS）の原因と特徴を整理する,,indexed_official,2020,180,
34-040,34,2026,40,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経疾患,neurology,不随意運動の種類,,振戦・ジストニア・アテトーゼ・バリズムなど不随意運動の種類と特徴を整理する,,indexed_official,2020,180,
34-041,34,2026,41,共通,臨床医学各論,専門基礎科目,臨床医学各論,呼吸器疾患,pulmonology,呼吸器疾患の主要症状,,間質性肺炎・細菌性肺炎・気管支喘息・COPDの症状と特徴を整理する,,indexed_official,2020,180,
34-042,34,2026,42,共通,臨床医学各論,専門基礎科目,臨床医学各論,消化器疾患,gastroenterology,消化管出血の特徴,,上部・下部消化管出血の症状（吐血・下血・コーヒー残渣様）と検査を整理する,,indexed_official,2020,180,
34-043,34,2026,43,共通,臨床医学各論,専門基礎科目,臨床医学各論,泌尿器疾患,nephrology,尿所見の解釈,,尿所見（多尿・低比重・糖陽性・ケトン体陽性）と対応する病態を整理する,,indexed_official,2020,180,
34-044,34,2026,44,共通,臨床医学各論,専門基礎科目,臨床医学各論,血液疾患,hematology,血小板数の変動と原因疾患,,血小板増加・減少を引き起こす疾患を整理する,,indexed_official,2020,180,
34-045,34,2026,45,共通,臨床医学各論,専門基礎科目,臨床医学各論,神経・筋疾患,neurology,筋疾患の特徴的症状,,登はん性起立（ガワーズ徴候）とデュシェンヌ型筋ジストロフィーの特徴を整理する,,indexed_official,2020,180,
34-046,34,2026,46,共通,臨床医学総論,専門基礎科目,臨床医学総論,治療学,clinical-general,治療の種類（原因療法・対症療法）,,原因療法・対症療法・根治療法の区別と具体例を整理する,,indexed_official,2020,180,
